unique_sciname,unique_common_name,genus_name,species_name
tristaniopsis laurina,water gum,tristaniopsis,laurina
platanus x hispanica,london plane,platanus,hispanica
parkinsonia x ,desert museum palo verde,NA,NA
brachychiton rupestris,queensland bottle tree,brachychiton,rupestris
refer to corrridor specific plan,refer to corridor specific plan,refer,to
archontophoenix alexandrae,alexandra palm,archontophoenix,alexandrae
eucalyptus nicholii,nichols willow leafed peppermint,eucalyptus,nicholii
corymbia papuana,ghost gum,corymbia,papuana
eucalyptus pulverulenta,silver mountain gum,eucalyptus,pulverulenta
lagerstroemia indica ,red crape myrtle,lagerstroemia,indica
prosopis chilensis,chilean mesquite,prosopis,chilensis
prunus cerasifera ,plum krauters vesuvius,prunus,cerasifera
ficus elastica,rubber tree,ficus,elastica
cercidium spp.,palo verde,cercidium,spp
ficus benjamina ,chinese weeping banyan,ficus,benjamina
pittosporum crassifolium,karo,pittosporum,crassifolium
handroanthus chrysotrichus,golden trumpet tree,handroanthus,chrysotrichus
eucalyptus diversicolor,karri tree,eucalyptus,diversicolor
eucalyptus leucoxylon ,,eucalyptus,leucoxylon
eucalyptus rudis,desert gum,eucalyptus,rudis
robinia ambigua ,idaho locust,robinia,ambigua
lagerstroemia indica ,pink crape myrtle,lagerstroemia,indica
platanus x hispanica ,yarwood plane,platanus,hispanica
magnolia spp.,magnolia species,magnolia,spp
howea forsteriana,paradise palm,howea,forsteriana
ficus spp.,fig,ficus,spp
calodendrum capense,cape chestnut,calodendrum,capense
tabebuia umbellata,yellow trumpet tree,tabebuia,umbellata
acacia longifolia,sydney golden wattle,acacia,longifolia
roystonea regia,cuban royal palm,roystonea,regia
phoenix reclinata,senegal palm,phoenix,reclinata
eugenia aggregata,cherry of the rio grande,eugenia,aggregata
schefflera actinophylla,queensland umbrella tree,schefflera,actinophylla
acacia spp.,acacia species,acacia,spp
lagerstroemia indica ,dynamite crape myrtle,lagerstroemia,indica
citrus spp.,citrus,citrus,spp
lagerstroemia indica ,muskogee crape myrtle,lagerstroemia,indica
morus spp.,mulberry species,morus,spp
dodonaea viscosa,hopseed,dodonaea,viscosa
allocasuarina verticillata,,allocasuarina,verticillata
palm spp.,palm,palm,spp
acacia podalyriifolia,pearl acacia,acacia,podalyriifolia
ilex altaclarensis ,wilson holly,ilex,altaclarensis
magnolia champaca,champaca,magnolia,champaca
brahea armata,mexican blue palm,brahea,armata
acacia baileyana ,purple acacia,acacia,baileyana
eucalyptus cornuta,yate,eucalyptus,cornuta
erythrina coralloides,naked coral tree,erythrina,coralloides
lagerstroemia indica ,purple crape myrtle,lagerstroemia,indica
yucca spp.,yucca species,yucca,spp
eucalyptus amplifolia,cabbage gum,eucalyptus,amplifolia
cyathea cooperi,australian tree fern,cyathea,cooperi
livistona chinensis,chinese fountain palm,livistona,chinensis
agathis robusta,queensland kauri,agathis,robusta
phoenix roebelenii,pygmy date palm,phoenix,roebelenii
eucalyptus spp.,eucalyptus,eucalyptus,spp
taxodium huegelii,mexican cypress,taxodium,huegelii
acacia melanoxylon,black acacia,acacia,melanoxylon
citrus aurantifolia,lime tree,citrus,aurantifolia
liquidambar styraciflua ,palo alto sweetgum,liquidambar,styraciflua
eucalyptus robusta,swamp mahogony,eucalyptus,robusta
callistemon spp.,bottlebrush,callistemon,spp
afrocarpus falcatus,fern pine,afrocarpus,falcatus
persea spp.,avocado species,persea,spp
eucalyptus grandis,flooded gum,eucalyptus,grandis
acmena smithii,,acmena,smithii
pinus roxburghii,chir pine,pinus,roxburghii
ficus macrophylla,moreton bay fig,ficus,macrophylla
ficus microcarpa,weeping indian laurel fig,ficus,microcarpa
viburnum spp.,viburnum,viburnum,spp
pittosporum tobira,mock orange,pittosporum,tobira
duranta repens,brazilian sky flower,duranta,repens
ficus microcarpa ,green gem indian laurel fig,ficus,microcarpa
melaleuca spp.,melaleuca,melaleuca,spp
acca sellowiana,pineapple guava,acca,sellowiana
melaleuca genistifolia,melaleuca decora,melaleuca,genistifolia
leptospermum spp.,tea tree,leptospermum,spp
cercis spp.,redbud,cercis,spp
ficus lyrata,fiddleleaf fig,ficus,lyrata
eucalyptus cinerea,ash gum,eucalyptus,cinerea
cedrus atlantica ,cedar weeping,cedrus,atlantica
cupressus glabra,smoothbark arizona cypress,cupressus,glabra
caesalpinia gilliesii,bird of paradise bush,caesalpinia,gilliesii
erythrina bidwillii,bidwills coral tree,erythrina,bidwillii
citrus sinensis,orange,citrus,sinensis
malus sylvestris,edible apple,malus,sylvestris
catalpa hybrida,hybrid catalpa,catalpa,hybrida
prunus spp.,stone fruit,prunus,spp
prunus lusitanica,portugal laurel,prunus,lusitanica
musa spp.,banana species,musa,spp
cercidium floridum,blue palo verde,cercidium,floridum
cedrus spp.,cedar,cedrus,spp
acacia auriculiformis,,acacia,auriculiformis
acer paxii,acer paxii,acer,paxii
cycas spp.,sago palm spp.,cycas,spp
cryptomeria japonica,japanese cedar,cryptomeria,japonica
liquidambar formosana,chinese sweetgum,liquidambar,formosana
nolina recurvata,ponytail palm,nolina,recurvata
myrtus communis,true myrtle,myrtus,communis
persea borbonia,red bay,persea,borbonia
harpephyllum caffrum,kaffir plum,harpephyllum,caffrum
rhus laurina,laurel sumac,rhus,laurina
bauhinia blakeana,hong kong orchid tree,bauhinia,blakeana
carica papaya,papaya,carica,papaya
casimiroa edulis,white sapote,casimiroa,edulis
howea belmoreana,sentry palm,howea,belmoreana
cupressocyparis x leylandii,leyland cypress,cupressocyparis,leylandii
ravenea rivularis,majesty palm,ravenea,rivularis
zelkova serrata,sawtooth zelkova,zelkova,serrata
asphalted well,asphalted well,asphalted,well
eucalyptus globulus ,dwarf blue gum,eucalyptus,globulus
eucalyptus lehmannii,bushy yate,eucalyptus,lehmannii
cercis canadensis texensis,texas redbud,cercis,canadensis
malus floribunda,crabapple,malus,floribunda
auranticarpa rhombifolium,queensland pittosporum,auranticarpa,rhombifolium
quillaja saponaria,soapbark tree,quillaja,saponaria
cocculus laurifolius,,cocculus,laurifolius
cercis canadensis var. mexicana,mexican redbud,cercis,canadensis
radermachera sinica,china doll,radermachera,sinica
melia azedarach,chinaberry,melia,azedarach
prunus ilicifolia ssp lyonii,catalina cherry,prunus,ilicifolia
tecoma stans,yellow elder,tecoma,stans
pittosporum viridiflorum,cape pittosporum,pittosporum,viridiflorum
cordyline australis,dracaena,cordyline,australis
melaleuca armillaris,drooping melaleuca,melaleuca,armillaris
pyrus calleryana ,aristocrat pear,pyrus,calleryana
brahea aculeata,sinaloa hesper palm,brahea,aculeata
persea indica,madeira bay fig,persea,indica
acer miyabei ,mybe st st maple,acer,miyabei
phellodendron amurense his maj,amur hs mj corktr,phellodendron,amurense
u. jap x pumila ,vanguard elm,jap,pumila
a. x arnoldiana,aut sp bukeye,NA,NA
q. robur x macrocarpa ,heritage oak,robur,macrocarpa
amelanchier x grandiflora,aut bril serbry,amelanchier,grandiflora
celtis occidentalis,freeman mapl,celtis,occidentalis
celtis occidentalis,norway mapl,celtis,occidentalis
u. pumila x jap ,new horizon elm,pumila,jap
tilia americana,amer rdmnd linden,tilia,americana
ulmus species,vanguard elm,ulmus,species
gleditsia triacanthos shadem,honeylcst shdmstr,gleditsia,triacanthos
acer platanoides,norway mapl,acer,platanoides
fraxinus pennsylvanica marsh,gr mrshl sdls ash,fraxinus,pennsylvanica
picea glauca var. densata,blk hills spruce,picea,glauca
malus fruit,apple,malus,fruit
acer platanoides schwedleri,nwy schewdlr mapl,acer,platanoides
fraxinus pennsylvanica summt,gr summit ash,fraxinus,pennsylvanica
acer ginnala,amur mapl,acer,ginnala
fraxinus pennsylvanica patmr,gr patmore ash,fraxinus,pennsylvanica
malus,crabappl,NA,NA
ulmus species,elm spp,ulmus,species
salix pentandra,laurl lef willow,salix,pentandra
populus deltoides,siouxl poplar,populus,deltoides
acer negundo,boxelder mapl,acer,negundo
acer saccharinum,silver mapl,acer,saccharinum
gingko biloba,ginkgo,gingko,biloba
acer saccharum,sugar mapl,acer,saccharum
acer freemanii,frman aut bl mapl,acer,freemanii
u. jap x wil ,accolade elm,jap,wil
,cockspur hawthn,NA,NA
fraxinus pennsylvanica cimaron,gr cimmaron ash,fraxinus,pennsylvanica
acer platanoides,frman aut bl mapl,acer,platanoides
tilia americana fastigata,amer fastg linden,tilia,americana
quercus x warei ,reg prin oak,quercus,warei
acer freemanii,freeman mapl,acer,freemanii
acer platanoides ,nwy crmsn kg mapl,acer,platanoides
malus species,crabapple spp,malus,species
juniperus species,juniper spp,juniperus,species
acer platanoides,sugar mapl,acer,platanoides
pseudotsuga menziesii,blk hills spruce,pseudotsuga,menziesii
u. davidiana var japonica,discovery elm,davidiana,japonica
populus tremuloides,quak aspen,populus,tremuloides
acer saccharum legacy,sug legacy mapl,acer,saccharum
acer saccharum legacy,freeman mapl,acer,saccharum
acer freemanii,sug legacy mapl,acer,freemanii
crataegus x mordenensis,morden toba hawth,crataegus,mordenensis
syringa reticulata,jap tree lilac,syringa,reticulata
zelkova serrata,jap tree lilac,zelkova,serrata
quercus species,northern red oak,quercus,species
populus deltoides,eastrn cottonwood,populus,deltoides
acer saccharum,norway mapl,acer,saccharum
gleditsia triacanthos ,honeylcst nth acl,gleditsia,triacanthos
fraxinus pennsylvanica summt,norway mapl,fraxinus,pennsylvanica
acer saccharum,silver mapl,acer,saccharum
quercus bicolor,bur oak,quercus,bicolor
prunus maacki,amur chokecherry,prunus,maacki
acer platanoides variegated,nwy varigate mapl,acer,platanoides
ginkgo biloba autumn gold,autmn gld ginkgo,ginkgo,biloba
u. jap x wil ,danada charm elm,jap,wil
acer saccharum,frman aut bl mapl,acer,saccharum
acer saccharum,freeman mapl,acer,saccharum
robinia pseudoacacia p robe,blk pur rb locust,robinia,pseudoacacia
acer platanoides,amur mapl,acer,platanoides
acer species,freeman mapl,acer,species
cladrastis kentukea,amer yellowwood,cladrastis,kentukea
picea meyeri,meyer spruce,picea,meyeri
acer glabrum,rocky mtn mapl,acer,glabrum
gleditsia triacanthos shadem,norway mapl,gleditsia,triacanthos
phellodendron amurense his maj,frman aut bl mapl,phellodendron,amurense
q. robur x macrocarpa ,norway mapl,robur,macrocarpa
acer platanoides columnar,nwy columnar mapl,acer,platanoides
crataegus species,hawthn spp,crataegus,species
gleditsia triacanthos ,honeylcst skyline,gleditsia,triacanthos
acer saccharum fall fiesta,sug fal fies mapl,acer,saccharum
morus alba ,mulbry weeping,morus,alba
acer platanoides princeton gld,nwy prin gld mapl,acer,platanoides
salix alba ,niobe tris willow,salix,alba
prunus species,plum spp,prunus,species
salix matsudana tortuosa,corkscrew willow,salix,matsudana
gymnocladus dioicus sty manor,kntky coff  st mr,gymnocladus,dioicus
acer rubrum,red mapl,acer,rubrum
acer platanoides emrld queen,nwy emrld qn mapl,acer,platanoides
fraxinus americana autmn prp,wh aut purple ash,fraxinus,americana
acer saccharinum silvr queen,silv silv qu mapl,acer,saccharinum
acer saccharum ,sugar swtshd mapl,acer,saccharum
gleditsia triacanthos ,honeylcst imperia,gleditsia,triacanthos
sorbus aucuparia,european mtn ash,sorbus,aucuparia
fraxinus americana autmn blz,wh aut blaze ash,fraxinus,americana
cotinus obovatus ,american royal purple smoketree,cotinus,obovatus
fraxinus mandshurica,manchurian ma ash,fraxinus,mandshurica
fraxinus manchurian x nigra,north treas ash,fraxinus,manchurian
acer negundo sensation,bxeldr sensa mapl,acer,negundo
tilia spp,linden spp,tilia,spp
platanus x acerifolia,london plan blood,platanus,acerifolia
corylus colurna,turkish hazeluut,corylus,colurna
acer freemannii sienna glen,frman se gln mapl,acer,freemannii
prunus virginiana,shubert chokchry,prunus,virginiana
celtis occidentalis pra senti,prai sent hkbry,celtis,occidentalis
acer freemanii celebration,frman celebr mapl,acer,freemanii
quercus species,oak spp,quercus,species
tilia tomentosa,silver gm linden,tilia,tomentosa
wilsoniana ,wilson prpct elm,NA,NA
gleditsia triacanthos ,freeman mapl,gleditsia,triacanthos
tilia tomentosa,linden spp,tilia,tomentosa
wilsoniana ,freeman mapl,NA,NA
wilsoniana ,maple spp,NA,NA
gleditsia triacanthos ,sugar mapl,gleditsia,triacanthos
tilia tomentosa,freeman mapl,tilia,tomentosa
tilia tomentosa,frman aut bl mapl,tilia,tomentosa
tilia tomentosa,mybe st st maple,tilia,tomentosa
gleditsia triacanthos ,mybe st st maple,gleditsia,triacanthos
tilia tomentosa,norway mapl,tilia,tomentosa
acer ginnala,amur flame mapl,acer,ginnala
prunus virginiana canada red,canad rd chokchry,prunus,virginiana
salix species,willow spp,salix,species
aesculus x,homstd buckeye,NA,NA
prunus cerasus north star,north star cherry,prunus,cerasus
pyrus species,pear spp,pyrus,species
prunus cerasus,cherry,prunus,cerasus
acer rubrum autumn radiance,red atum rad mapl,acer,rubrum
fraxinus species,ash spp,fraxinus,species
acer species,maple spp,acer,species
fraxinus pennsylvanica,gr summit ash,fraxinus,pennsylvanica
magnolia species,magnolia spp,magnolia,species
malus,crabappl prair fr,NA,NA
acer nigrum,boxelder mapl,acer,nigrum
fraxinus americana,green ash,fraxinus,americana
fraxinus pennsylvanica fthill,gr fthill ash,fraxinus,pennsylvanica
acer saccharum green mountn,sug grn mtn mapl,acer,saccharum
cladrastis kentuckea,amr perk p yelwod,cladrastis,kentuckea
abies concolor ,white swfsil fir,abies,concolor
quercus ellipsoides,northern red oak,quercus,ellipsoides
quercus ellipsoides,swamp white oak,quercus,ellipsoides
quercus ellipsoides,northern pin oak,quercus,ellipsoides
cercidiphyllum japonicum,katsura,cercidiphyllum,japonicum
populus x canadensis,nor,populus,canadensis
alnus glutinosa,black alder,alnus,glutinosa
picea mariana,black spurce,picea,mariana
americana,american plum,NA,NA
rhamns cathartica,com bucktrn,rhamns,cathartica
acer rubrum autumn spire,red aut spir mapl,acer,rubrum
acer platanoides deborah,nwy deborah mapl,acer,platanoides
tilia cordata,reenspir linden,tilia,cordata
picea omorika,scotch pine,picea,omorika
ulmus americana princeton,elm amer princton,ulmus,americana
tilia americana,frtyard linden,tilia,americana
acer platanoides emrld lustr,nwy emld lst mapl,acer,platanoides
tilia tomentosa,silv ster linden,tilia,tomentosa
fraxinus pennsylvanica prair,gr prairie sp ash,fraxinus,pennsylvanica
gingko biloba princeton sentry,gingko prin sntry,gingko,biloba
sorbus alnifolia,korean mtn ash,sorbus,alnifolia
acer freemanni bailson,frm matador mapl,acer,freemanni
acer nigrum,black mapl,acer,nigrum
malus,crabappl centurin,NA,NA
magnolia kobus var sellata,roy str magnola,magnolia,kobus
pyrus ussuriensis,urrn mtn frt pear,pyrus,ussuriensis
tsuga canadensis,canadian hemlock,tsuga,canadensis
juniperus scopulorum,rockymt jun,juniperus,scopulorum
magnolia x loebneri,balernia magnola,magnolia,loebneri
thuja occidentalis,rushmore arbor,thuja,occidentalis
juniperus virginiana,juniper,juniperus,virginiana
pinus parviflora,jap white pine,pinus,parviflora
pinus koraiensis,korean pine,pinus,koraiensis
abies balsamea,balsm fir,abies,balsamea
pinus pungens,blue hoopsi sp,pinus,pungens
picea mariana,blk spruce,picea,mariana
cartaegus ambigua,russian hawtrn,cartaegus,ambigua
catalpa ovata,ovata catalpa,catalpa,ovata
larix laricina,am larch,larix,laricina
acer tataricum,tatar mpl,acer,tataricum
carpinus caroliniana,blue beech,carpinus,caroliniana
malus,pur pri crabappl,NA,NA
titia american,am sentry linden,titia,american
gymnocladus dioicus,kntky coftre,gymnocladus,dioicus
populus hybrid,hyb poplar,populus,hybrid
malus,crabappl pinkspir,NA,NA
acer pseudosieboldianum,korean maple,acer,pseudosieboldianum
acer species,frman aut bl mapl,acer,species
acer freemanii,sugar mapl,acer,freemanii
acer freemanii,norway mapl,acer,freemanii
acer palmatum,mapl jap,acer,palmatum
malus sargentii,crabappl,malus,sargentii
magnolia x ,magnolia ,NA,NA
malus,crabappl sugartym,NA,NA
acer triflorum,threeflowr maple,acer,triflorum
chionanthus virginicus,wh fringetree,chionanthus,virginicus
acer saccharium hybrid,silver hyb maple,acer,saccharium
acer species,sugar mapl,acer,species
magnolia species,norway mapl,magnolia,species
acer species,norway mapl,acer,species
acer negundo,green ash,acer,negundo
sorbus quercifolia,oak leaf mtn ash,sorbus,quercifolia
pinus contorta,lodgpole pine,pinus,contorta
prunus cerasus,black cherry,prunus,cerasus
ulmus american,valley forge elm,ulmus,american
magnolia x loebneri merrill,merrill magnolia,magnolia,loebneri
ulmus x,cathedral elm,NA,NA
quercus ellipsoides,bur oak,quercus,ellipsoides
quercus species,heritage oak,quercus,species
continus coggygria,smk tree,continus,coggygria
gymnocladus dioicus,kntkycoftre tru n,gymnocladus,dioicus
pinus sylvestris,mongolian scotch pine,pinus,sylvestris
sylvvestris ,mongolian scotch pine,NA,NA
platanus x acerifolia,london plan excla,platanus,acerifolia
tilia americana,blvd linden,tilia,americana
pinus sylvestris,white pine,pinus,sylvestris
tilia americana,swamp white oak,tilia,americana
larix spp,larch spp,larix,spp
,royrdrp crabappl,NA,NA
amelanchier spp,serviceberry,amelanchier,spp
tilia mongolica,mongolian linden,tilia,mongolica
rhamnus cathartica,com bucktrn,rhamnus,cathartica
juglans cinerea,black walnut,juglans,cinerea
picea abies,colorado spruce,picea,abies
picea pungens,austrian pine,picea,pungens
malus sp,crabapple spp,NA,NA
rhus typhina,skunkbush sumac,rhus,typhina
acer platanoides ,nwy columnar mapl,acer,platanoides
juglans nigra,green ash,juglans,nigra
prunus species,shubert chokchry,prunus,species
prunus virginiana,canad rd chokchry,prunus,virginiana
acer rubrum,amur mapl,acer,rubrum
acer platanoides crimson kng,nwy crmsn kg mapl,acer,platanoides
sorbus americana,european mtn ash,sorbus,americana
acer species,silver mapl,acer,species
fraxinus species,white ash,fraxinus,species
acer freemanii,swamp white oak,acer,freemanii
ulmus species,american elm,ulmus,species
acer rubrum autumn radiance,amur flame mapl,acer,rubrum
fraxinus pennsylvanica,oak spp,fraxinus,pennsylvanica
fraxinus pennsylvanica summt,ash spp,fraxinus,pennsylvanica
fraxinus pennsylvanica,ash spp,fraxinus,pennsylvanica
